iter	Passed	Remaining
1670	23932	4712
1671	23945	4697
1672	23958	4682
1673	23973	4668
1674	23986	4654
1675	24001	4639
1676	24014	4625
1677	24028	4610
1678	24043	4596
1679	24056	4582
1680	24071	4567
1681	24085	4553
1682	24096	4538
1683	24110	4524
1684	24123	4509
1685	24136	4495
1686	24148	4480
1687	24160	4465
1688	24172	4451
1689	24184	4436
1690	24198	4421
1691	24210	4407
1692	24225	4392
1693	24242	4379
1694	24255	4364
1695	24267	4349
1696	24278	4334
1697	24284	4319
1698	24296	4304
1699	24307	4289
1700	24318	4274
1701	24330	4260
1702	24343	4245
1703	24354	4230
1704	24366	4215
1705	24379	4201
1706	24391	4186
1707	24404	4172
1708	24418	4157
1709	24430	4143
1710	24441	4128
1711	24454	4113
1712	24466	4099
1713	24477	4084
1714	24493	4070
1715	24507	4055
1716	24522	4041
1717	24537	4027
1718	24551	4013
1719	24565	3999
1720	24579	3984
1721	24592	3970
1722	24606	3955
1723	24621	3941
1724	24634	3927
1725	24647	3912
1726	24660	3898
1727	24672	3883
1728	24684	3869
1729	24696	3854
1730	24710	3840
1731	24722	3825
1732	24735	3810
1733	24746	3796
1734	24760	3781
1735	24772	3767
1736	24785	3752
1737	24798	3738
1738	24810	3723
1739	24824	3709
1740	24844	3696
1741	24857	3681
1742	24870	3667
1743	24885	3652
1744	24898	3638
1745	24911	3624
1746	24923	3609
1747	24936	3594
1748	24950	3580
1749	24962	3566
1750	24975	3551
1751	24991	3537
1752	25005	3523
1753	25017	3508
1754	25029	3494
1755	25042	3479
1756	25055	3465
1757	25068	3450
1758	25081	3436
1759	25095	3422
1760	25108	3407
1761	25121	3393
1762	25133	3378
1763	25147	3364
1764	25160	3349
1765	25171	3335
1766	25184	3320
1767	25198	3306
1768	25212	3292
1769	25230	3278
1770	25245	3264
1771	25262	3250
1772	25281	3236
1773	25295	3222
1774	25311	3208
1775	25325	3194
1776	25338	3179
1777	25353	3165
1778	25364	3150
1779	25378	3136
1780	25393	3122
1781	25409	3108
1782	25421	3093
1783	25435	3079
1784	25450	3065
1785	25463	3051
1786	25475	3036
1787	25489	3022
1788	25502	3007
1789	25516	2993
1790	25531	2979
1791	25545	2965
1792	25559	2950
1793	25576	2936
1794	25590	2922
1795	25603	2908
1796	25618	2894
1797	25632	2879
1798	25646	2865
1799	25661	2851
1800	25675	2837
1801	25690	2822
1802	25705	2808
1803	25720	2794
1804	25737	2780
1805	25752	2766
1806	25770	2752
1807	25783	2738
1808	25795	2723
1809	25808	2709
1810	25823	2694
1811	25835	2680
1812	25848	2666
1813	25864	2651
1814	25878	2637
1815	25893	2623
1816	25906	2609
1817	25919	2594
1818	25933	2580
1819	25947	2566
1820	25962	2552
1821	25979	2538
1822	25992	2523
1823	26004	2509
1824	26018	2494
1825	26031	2480
1826	26044	2466
1827	26056	2451
1828	26067	2437
1829	26082	2422
1830	26094	2408
1831	26106	2394
1832	26118	2379
1833	26131	2365
1834	26144	2350
1835	26155	2336
1836	26170	2322
1837	26184	2307
1838	26198	2293
1839	26211	2279
1840	26229	2265
1841	26242	2251
1842	26256	2236
1843	26270	2222
1844	26284	2208
1845	26298	2193
1846	26312	2179
1847	26324	2165
1848	26339	2151
1849	26355	2136
1850	26372	2122
1851	26387	2108
1852	26403	2094
1853	26417	2080
1854	26430	2066
1855	26449	2052
1856	26464	2037
1857	26479	2023
1858	26485	2008
1859	26492	1994
1860	26503	1979
1861	26517	1965
1862	26533	1951
1863	26548	1936
1864	26568	1923
1865	26583	1908
1866	26598	1894
1867	26619	1881
1868	26633	1866
1869	26647	1852
1870	26660	1838
1871	26674	1823
1872	26686	1809
1873	26699	1795
1874	26714	1780
1875	26727	1766
1876	26740	1752
1877	26755	1738
1878	26768	1723
1879	26782	1709
1880	26794	1695
1881	26806	1680
1882	26819	1666
1883	26831	1652
1884	26845	1637
1885	26859	1623
1886	26874	1609
1887	26888	1595
1888	26903	1580
1889	26916	1566
1890	26930	1552
1891	26945	1538
1892	26961	1523
1893	26977	1509
1894	26987	1495
1895	27002	1481
1896	27017	1466
1897	27030	1452
1898	27045	1438
1899	27060	1424
1900	27076	1410
1901	27090	1395
1902	27105	1381
1903	27117	1367
1904	27132	1353
1905	27144	1338
1906	27157	1324
1907	27171	1310
1908	27186	1295
1909	27199	1281
1910	27212	1267
1911	27226	1253
1912	27238	1238
1913	27249	1224
1914	27263	1210
1915	27276	1195
1916	27288	1181
1917	27300	1167
1918	27312	1152
1919	27326	1138
1920	27339	1124
1921	27352	1110
1922	27364	1095
1923	27376	1081
1924	27388	1067
1925	27399	1052
1926	27410	1038
1927	27423	1024
1928	27433	1009
1929	27444	995
1930	27456	981
1931	27468	966
1932	27481	952
1933	27494	938
1934	27506	923
1935	27519	909
1936	27532	895
1937	27546	881
1938	27558	866
1939	27572	852
1940	27585	838
1941	27597	824
1942	27608	809
1943	27622	795
1944	27635	781
1945	27646	767
1946	27658	752
1947	27672	738
1948	27684	724
1949	27695	710
1950	27709	695
1951	27722	681
1952	27735	667
1953	27747	653
1954	27759	638
1955	27772	624
1956	27783	610
1957	27795	596
1958	27805	581
1959	27817	567
1960	27829	553
1961	27844	539
1962	27857	525
1963	27869	510
1964	27882	496
1965	27896	482
1966	27910	468
1967	27924	454
1968	27936	439
1969	27948	425
1970	27961	411
1971	27972	397
1972	27984	382
1973	27997	368
1974	28010	354
1975	28021	340
1976	28033	326
1977	28045	311
1978	28056	297
1979	28069	283
1980	28082	269
1981	28095	255
1982	28109	240
1983	28124	226
1984	28136	212
1985	28147	198
1986	28159	184
1987	28171	170
1988	28183	155
1989	28195	141
1990	28207	127
1991	28219	113
1992	28231	99
1993	28244	84
1994	28255	70
1995	28268	56
1996	28280	42
1997	28291	28
1998	28305	14
1999	28320	0
